Unnamed: 0,1729 ADVISORS LLP,ABAKKUS ASSET MANAGER LLP,A C CHOKSI SHARE BROKERS PRIVATE LIMITED,ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,ADITYA BIRLA MONEY LIMITED,ACEPRO ADVISORS PRIVATE LIMITED,ACHINTYA SECURITIES PRIVATE LIMITED,AGREYA CAPITAL ADVISORS LLP,ADROIT FINANCIAL SERVICES PRIVATE LIMITED,A. K. WEALTH MANAGEMENT PRIVATE LIMITED,ALCHEMY CAPITAL MANAGEMENT PRIVATE LTD,ALFACCURATE ADVISORS PVT. LTD.,ALDER CAPITAL ADVISORS LLP,ALPHA ALTERNATIVES FUND ADVISORS LLP,ALPHA CAPITAL ADVISORS PVT. LTD.,AMBIT CAPITAL PRIVATE LTD,ALTITUDE CAPITAL ADVISORS PRIVATE LIMITED,AMBIT INVESTMENT ADVISORS PRIVATE LIMITED,AMBIT WEALTH PRIVATE LIMITED,ANIVED PORTFOLIO MANAGERS PVT. LTD.,ANAND RATHI ADVISORS LIMITED,ARIHANT ASSET MANAGEMENT LIMITED,ARTHYA WEALTH AND INVESTMENTS PVT LTD,ANVIL WEALTH MANAGEMENT PVT LTD,ASK INVESTMENT MANAGERS PRIVATE LIMITED,ASK INVESTMENT MANAGERS LIMITED,ASK WEALTH ADVISORS PRIVATE LIMITED,ASTUTE INVESTMENT MANAGEMENT PRIVATE LIMITED,ATS WEALTH MANAGERS PRIVATE LIMITED,AVENDUS WEALTH MANAGEMENT PRIVATE LTD,AVESTHA FUND MANAGEMENT LLP,AWRIGA CAPITAL ADVISORS LLP,AXIS SCEURITIES LIMITED,AVEZO ADVISORS PRIVATE LIMITED,AXIS ASSET MANAGEMENT COMPANY LIMITED,AYAN ANALYTICS PRIVATE LIMITED,BADJATE STOCK & SHARES PVT. LTD,BANDHAN AMC LIMITED,BANYAN CAPITAL ADVISORS PRIVATE LIMITED,BANYAN TREE ADVISORS PRIVATE LIMITED,BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,BASANT MAHESHWARI WEALTH ADVISERS LLP,BHANA EQUITY ADVISORS LLP,BELLWETHER CAPITAL PRIVATE LIMITED,BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,BUOYANT CAPITAL PRIVATE LIMITED,CAPGROW CAPITAL ADVISORS LLP,CAPSTOCKS AND SECURITIES (INDIA) PRIVATE,CAPITAL 8 LLP,CHONA FINANCIAL SERVICES PRIVATE LTD.,CHANAKYA CAPITAL SERVICES PRIVATE LIMITED,COMPLETE CIRCLEWEALTH SOLUTIONS LLP ,CLOCKVINE CAPITAL ADVISORS PVT LTD,COMPOSITE INVESTMENTS PRIVATE LIMITED,CLUBMILLIONAIRE FINANCIAL SERVICES PRIVATE LIMITED,CONCEPT INVESTWELL PRIVATE LIMITED  ,CONSORTIUM SECURITIES PVT. LTD.,COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,CREDIT SUISSE SECURITIES INDIA PRIVATE LIMITED,COURSER PARK ADVISORS LLP,CREST WEALTH MANAGEMENT PRIVATE LIMITED,CREDENT ASSET MANAGEMENT SERVICES PRIVATE LIMITED,DARASHAW & COMPANY LTD,DALAL & BROACHA STOCK BROKING PVT. LTD.,CRESCITA INVESTMENT MANAGEMENT PRIVATE LIMITED,DECIMAL WEALTH PARTNERS PVT LTD,DEZERV INVESTMENTS PRIVATE LIMITED,DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED,DRCHOKSEY FINSERV PRIVATE LIMITED,DMZ PARTNERS INVESTMENT MANAGEMENT LLP,DGS CAPITAL MANAGEMENT PRIVATE LIMITED,DYNAMIC EQUITIES PRIVATE LIMITED,EAST GREEN ADVISORS LLP,EAST LANE CAPITAL LLP ,EDELWEISS ASSET MANAGEMENT LIMITED,EKLAVYA CAPITAL ADVISORS LLP,ELITE WEALTH LIMITED,ELECTRUM PORTFOLIO MANAGERS PRIVATE LIMITED,EDHA WEALTH LLP,ELIXIR EQUITIES PVT. LTD.,ENAM ASSET MANAGEMENT CO.PVT.LTD,ENTRUST FAMILY OFFICE INVESTMENT ADVISORS PRIVATE LIMITED,ENVISION CAPITAL SERVICES PVT.LTD.,EMKAY INVESTMENT MANAGERS LIMITED,EQUINOMICS RESEARCH & ADVISORY PRIVATE LIMITED,EQUIRUS WEALTH PRIVATE LIMITED,EQUIRUS SECURITIES PRIVATE LIMITED,EQUITREE CAPITAL ADVISORS PRIVATE LIMITED,EQUITY INTELLIGENCE INDIA PVT. LTD.,ESCORTS SECURITIES LIMITED,ESL SECURITIES LIMITED,ESCORP ASSET MANAGEMENT LIMITED,EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD,ESTEE ADVISORS PRIVATE LIMITED,ESTEE ADVISORS PVT LTD.,FORT CAPITAL INVESTMENT ADVISORY PRIVATE LIMITED,FIRST GLOBAL FINANCE PVT LTD,FIVE RIVERS PORTFOLIO MANAGERS PRIVATE LIMITED,FORTUNA INVESTMENT ADVISORS LLP,FRACTAL CAPITAL INVESTMENTS LLP,GEOJIT FINANCIAL SERVICES LIMITED,GIRIK WEALTH ADVISORS PRIVATE LIMITED,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,GLOBE CAPITAL MARKET LTD.,GREEN LANTERN CAPITAL LLP,GREEN PORTFOLIO PRIVATE LIMITED,GOOD FORTUNE CAPITALS PRIVATE LIMITED,GUARDIAN ADVISORS PVT LTD,GUARDIAN ASSET MANAGEMENT PRIVATE LIMITED,HANUT ALTERNATE INVESTMENTS LLP,HDFC ASSET MANAGEMENT COMPANY LTD,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,HEM SECURITIES LIMITED,HIMALAYA INVESTMENT ADVISORS LLP,HPMG SHARES AND SECURITIES PRIVATE LIMITED,HELIOS CAPITAL MANAGEMENT INDIA LLP  ,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,ICICI SECURITIES LIMITED,ICICI SECURITIES PRIMARY DEALERSHIP LTD (FORMERLY ICICI SECURITIES LTD),IDBI CAPITAL MARKET SERVICES LTD,HUNTER WEALTH MANAGEMENT LLP,IDFC ASSET MANAGEMENT COMPANY LIMITED,IIFL WEALTH ADVISORS INDIA LIMITED,IMPETUS WEALTH MANAGMENT PVT LTD,IIFL WEALTH MANAGEMENT LIMITED,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,INCRED ASSET MANAGEMENT PRIVATE LIMITED,INCRED CAPITAL WEALTH PORTFOLIO MANAGERS PRIVATE LIMITED,INDIABULLS INVESTMENT MANAGEMENT LIMITED,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,INDIABULLS ASSET MANAGEMENT CO. LTD.,INDIA INFOLINE LTD,INVASSET LLP,INFINITY ASSET ADVISORS PRIVATE LIMITED,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,INVEXA CAPITAL LLP,ITUS CAPITAL ADVISORS PVT LTD,INVESTSAVVY PORTFOLIO MANAGEMENT LLP,ITI ALTERNATE FUNDS MANAGEMENT LIMITED,JAINAM SHARE CONSULTANTS PVT. LTD.,ITHOUGHT FINANCIAL CONSULTING LLP,JAIN INVESTMENT ADVISORS PVT. LTD,JANAK MERCHANT SECURITIES PVT LTD,JAMA WEALTH ASSET MANAGEMENT PRIVATE LIMITED,JEETAY INVESTMENTS PVT LTD,JM FINANCIAL LIMITED,KAPM VENTURES LLP,JULIUS BAER WEALTH ADVISORS INDIA PRIVATE LIMITED,KARMA CAPITAL ADVISORS PVT. LTD.,KARVY CAPITAL LIMITED,KARVY STOCK BROKING LTD.,KHANDWALA SECURITIES LTD,KEDIA SHARES & STOCKS BROKERS LTD,KLAY SECURITIES PRIVATE LIMITED,KB CAPITAL MARKETS PVT. LTD.,KOTAK SECURITIES LTD,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,KRIIS PORTFOLIO PVT. LTD.,KSEMA WEALTH PVT LTD,KYNG CAPITAL MANAGEMENT PRIVATE LIMITED,LABURNUM CAPITAL ADVISORS PRIVATE LIMITED,KUNVARJI FINSTOCK PRIVATE LIMITED,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,LAKEWATER ADVISORS PRIVATE LIMITED,LADDERUP WEALTH MANAGEMENT PVT LTD ,LGT WEALTH INDIA PRIVATE LIMITED,LATENT ADVISORS LLP,LIC MUTUAL FUND ASSET MANAGEMENT LTD,LKP SECURITIES LTD,MAGADH CAPITAL ADVISORS LLP,MANSI SHARE  AND  STOCK ADVISORS PRIVATE LIMITED ,LIBORD BROKERAGE PRIVATE LIMITED,MARATHON TRENDS ADVISORY PRIVATE LIMITED,MARCELLUS INVESTMENT MANAGERS PRIVATE LIMITED,MARFATIA STOCK BROKING PRIVATE LIMITED,MASTER PORTFOLIO SERVICES LTD,MICROSEC WEALTH MANAGEMENT LIMITED ,MERISIS ADVISORS PRIVATE LIMITED,MAXIMAL CAPITAL PRIVATE LIMITED,MEHTA EQUITIES LIMITED,MITTAL ANALYTICS PRIVATE LIMITED,MIV INVESTMENT SERVICES PVT. LTD.,MO ALTERNATE INVESTMENT ADVISORS PRIVATE LIMITED,MOLECULE VENTURES LLP,MONEYBEE SECURITIES PRIVATE LIMITED,MONEYGROW ASSET PRIVATE LIMITED,MOAT FINANCIAL SERVICES PRIVATE LIMITED,MONEYLIFE ADVISORY SERVICES PVT LTD,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,MRG INVESTMENT PARTNERS PRIVATE LIMITED,MORNINGSTAR INVESTMENT ADVISER INDIA PRIVATE LIMITED,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,MULTI-ACT EQUITY CONSULTANCY PVT LTD,NAFA ASSET MANAGERS PRIVATE LIMITED,MUNOTH FINANCIAL SERVICES LTD,NEGEN CAPITAL SERVICES PRIVATE LIMITED,NEW BERRY CAPITALS PVT. LTD.,NEO ASSET MANAGEMENT PRIVATE LIMITED,NEW HORIZON WEALTH MANAGEMENT PRIVATE LIMITED,NARNOLIA  FINANCIAL SERVICES LTD,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED ,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,NIRMAL BANG SECURITIES PRIVATE LIMITED,NORTHERN ARC INVESTMENT MANAGERS PRIVATE LIMITED,NUVAMA ASSET MANAGEMENT LIMITED,NNM SECURITIES PRIVATE LIMITED,NJ ASSET MANAGEMENT PRIVATE LIMITED,OAKLANE CAPITAL MANAGEMENT LLP,OAKS ASSET MANAGEMENT PRIVATE LIMITED,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED,O3 SECURITIES PRIVATE LIMITED,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,PANTOMATH FUND MANAGERS PRIVATE LIMITED,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,PATERSON SECURITIES PRIVATE LTD,P.C.S SECURITIES LIMITED,PELICAN HOLDINGS PRIVATE LIMITED,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,PGIM INDIA ASSET MANAGEMENT PRIVATE LIMITED,PIONEER WEALTH MANAGEMENT SERVICES LIMITED,PIRAMAL FUND MANAGEMENT PRIVATE LIMITED,PIPER SERICA ADVISORS PRIVATE LIMITED ,PIONEER CLIENT ASSOCIATES PRIVATE LIMITED,PRABHUDAS LILLADHER PVT. LTD.,PRABHUDAS LILLADHER PRIVATE LIMITED,PRITHVI FINMART PRIVATE LIMITED,PROFIT BLOOM PRIVATE LIMITED,PRESCIENTCAP INVESTMENT ADVISORS LLP,PROFITGATE CAPITAL SERVICES LLP,PROSPERITY WEALTH MANAGEMENT PRIVATE LIMITED,PRP PROFESSIONAL EDGE ASSOCIATES PVT LTD.,PRP EDGE WEALTH ADVISORS PRIVATE LIMITED,PROPSHARE CAPITAL ADVISORS PRIVATE LIMITED,PROFUSION INVESTMENT ADVISORS LLP,PRUDENT INVESTMENT MANAGERS LLP,PURNARTHA INVESTMENT ADVISERS PVT.LTD.,QRC INVESTMENT ADVISORS LLP ,QUANTUM ADVISORS PVT.LTD.,QED CAPITAL ADVISORS LLP,QUEST INVESTMENT ADVISORS PVT. LTD.,RAJNISH GARG INVESTMENT ADVISORS LLP,RELIANCE WEALTH MANAGEMENT LIMITED,RBSA INVESTMENT MANAGER LLP,REVELATION PORTFOLIO MANAGEMENT PVT. LTD.,RIGHT HORIZONS PORTFOLIO MANAGEMENT PRIVATE LIMITED,RENAISSANCE INVESTMENT MANAGERS PRIVATE LIMITED,ROCKSTUD CAPITAL LLP,ROHA ASSET MANAGERS LLP,SAHASRAR CAPITAL PRIVATE LIMITED,SAMEEKSHA CAPITAL PRIVATE LIMITED,R. WADIWALA SECURITIES PRIVATE LIMITED,SAGEONE INVESTMENT MANAGERS LLP,SANCTUM WEALTH PRIVATE LIMITED,SAMVITTI CAPITAL PRIVATE LIMITED,SATCO CAPITAL MARKETS LTD,SCIENT CAPITAL PRIVATE LIMITED,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,SAVVY CAPITAL ADVISORS LLP,SEERS FUND MANAGEMENT PRIVATE LIMITED,SBI FUNDS MANAGEMENT PVT LTD,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,SHADE CAPITAL PRIVATE LIMITED,SHAREKHAN LIMITED,SHREE RAMA MANAGERS LLP,SHROFF SECURITIES PRIVATE LIMITED,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,SINCERE SYNDICATION AND CORPORATE SERVICES LLP,SIRIUS ADVISORS PRIVATE LIMITED,SKP SECURITIES LIMITED,SOHUM ASSET MANAGERS PRIVATE LIMITED,SMC GLOBAL SECURITIES LIMITED,SOWILO INVESTMENT MANAGERS LLP,SOLIDARITY ADVISORS PRIVATE LIMITED,SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED ,SPARK FUND MANAGERS PRIVATE LIMITED,SPARK FAMILY OFFICE AND INVESTMENT ADVISORS INDIA PRIVATE LIMITED,SPARK PWM PRIVATE LIMITED ,STALWART INVESTMENT ADVISORS LLP,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED,STALLION ASSET PRIVATE LIMITED,SUNDARAM ALTERNATE ASSETS LIMITED ,SUREFIN FINANCIAL CONSULTANTS PVT. LTD,SYKES & RAY EQUITIES INDIA LIMITED,SVOBODHA INFINITY INVESTMENT ADVISORS PRIVATE LIMITED,SVAN INVESTMENT MANAGERS LLP,TATA ASSET MANAGEMENT PRIVATE LIMITED,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,TCG ADVISORY SERVICES PRIVATE LIMITED,THAUMATURGY CAPITAL SERVICES PRIVATE LIMITED,THINQWISE WEALTH MANAGERS LLP,TORUS ORO PORTFOLIO MANAGEMENT PRIVATE LIMITED,TRADESWIFT BROKING PRIVATE LIMITED,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,TRUE BEACON INVESTMENT ADVISORS LLP,TRUST INVESTMENT ADVISORS PVT. LTD.,TRUSTLINE HOLDING PVT. LTD.,TULSIAN PMS PRIVATE LIMITED,UNIFI CAPITAL PRIVATE LIMITED,TURTLE WEALTH MANAGEMENT PVT. LTD.,UNIQUE ASSET MANAGEMENT LLP,UTI ASSET MANAGEMENT COMPANY PVT LTD,VALCREATE INVESTMENT MANAGERS LLP,VALENTIS ADVISORS PRIVATE LIMITED,VALLUM CAPITAL ADVISORS PRIVATE LIMITED,VALTRUST PARTNERS LLP,VAL-Q INVESTMENT ADVISORY PRIVATE LIMITED,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,VITOR FUND MANAGERS LLP,VENTURA SECURITIES LIMITED,WALLFORT PMS  AND  ADVISORY SERVICES LLP ,V. P. CONSULTANTS PRIVATE LIMITED,WATERFIELD FINANCIAL AND INVESTMENT ADVISORS PRIVATE LIMITED,WAY2WEALTH  BROKERS PRIVATE LTD.,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,WAVE ASSET PRIVATE LIMITED,WELLWORTH SHARE AND STOCK BROKING LTD,WHITE OAK CAPITAL MANAGEMENT CONSULTANTS LLP,WHITE PINE INVESTMENT MANAGEMENT PRIVATE LIMITED,WHITE WHALE PARTNERS LLP,WILLOW ADVISORS LLP,WHITEOAK CAPITAL ASSET MANAGEMENT LIMITED,WRYGHT RESEARCH  AND  CAPITAL PRIVATE LIMITED,WYRIDIAN ADVISORS LLP,WIZEMARKETS ANALYTICS PRIVATE LIMITED,ZEN WEALTH MANAGEMENT SERVICES LIMITED
Annualised Return since Inception,12.32,22.86,13.82,20.91,10.63,9.0,24.39,13.69,3.7,5.97,13.86,15.27,12.43,10.25,-2.51,8.5,,12.43,35.63,4.66,19.47,14.47,11.15,29.79,7.0,28.71,16.0,21.1,-10.65,9.94,16.85,16.89,6.05,-100.0,11.47,22.02,13.85,24.18,19.93,15.6,11.14,4.03,12.26,14.73,33.91,21.53,13.51,7.12,31.81,13.62,15.38,11.69,45.06,12.49,20.99,18.92,15.04,15.58,15.69,14.01,25.48,59.48,16.35,5.8,18.36,17.82,9.15,18.06,3.24,0.75,18.32,5.53,30.35,14.81,7.64,6.83,25.51,15.85,8.76,9.7,3.47,35.42,-1.47,9.69,17.36,23.7,13.78,11.53,0.11,21.75,8.5,6.11,13.81,1.72,10.49,24.49,6.56,15.3,8.76,20.28,20.69,13.64,42.68,14.21,11.15,17.72,20.21,19.16,22.82,28.3,8.45,7.03,15.47,20.72,35.28,7.81,19.27,21.17,37.27,20.06,6.75,13.88,9.89,30.46,81.36,7.91,8.83,1.51,9.53,10.01,9.42,27.42,0.9,-2.28,15.72,54.94,9.93,37.48,18.06,13.57,0.32,12.9,48.75,-32.55,16.41,24.24,12.36,23.11,9.96,16.37,16.66,68.19,12.32,12.86,11.15,6.24,3.45,22.35,7.62,15.08,9.62,98.28,25.27,20.84,5.23,9.27,7.38,11.59,7.44,11.96,8.88,9.93,36.27,-0.7,19.92,43.86,6.97,12.92,14.17,20.29,21.36,15.03,14.46,35.69,17.08,37.41,21.67,89.64,35.46,90.97,33.51,9.72,24.52,61.09,17.13,11.19,5.92,28.18,14.13,18.36,29.62,18.83,4.38,22.08,21.29,16.87,9.58,20.78,4.5,6.91,10.49,15.89,62.62,9.29,-3.1,11.84,9.37,419.16,17.18,12.65,14.28,21.73,224.22,11.21,14.91,13.44,18.46,17.58,3.01,19.33,1.59,12.95,44.99,7.03,20.66,25.01,34.07,24.33,3.19,28.59,0.11,10.69,19.95,9.55,37.26,14.68,11.66,17.19,37.48,13.0,4.05,17.3,10.27,11.65,8.75,35.93,17.89,22.72,3.34,29.87,12.43,17.57,9.9,5.61,16.59,29.14,26.14,9.84,5.42,10.87,9.06,20.55,4.71,15.5,28.1,17.11,-0.25,17.31,15.69,42.78,16.47,19.75,19.75,14.31,14.31,29.39,9.34,29.16,15.13,2.08,13.51,5.47,37.7,9.18,19.94,-1.07,29.43,12.44,7.54,19.82,48.49,2.81,11.9,7.76,23.37,9.87,22.52,13.82,19.07,17.77,25.01,46.51,21.81,17.79,37.6,46.2,6.62,18.05,17.84,-4.44,7.7,26.34,39.62,11.07,5.78,11.32,12.92,3.22,4.06,16.22,51.95,8.37,11.97,2.25,37.87,1.35,9.95,46.03
Assets Under Management (Cr): Discretionary PMS only,42.78,15324.42,42.58,969.11,74.8,80.45,2.11,929.7,0.96,49.04,5808.41,2125.98,30.9,87.15,489.77,185.06,,2409.61,554.4,48.11,659.32,153.61,56.26,11.163,26416.35,24551.28,275.9,83.75537,,19.36,882.49,453.4062,2700.62,,1457.84,233.28,69.44,39.46,449.82,5249.0,759.10467,0.4,69.32,306.42,823.30056,2595.49,1960.77,0.4,399.71,3031.58,195.36,60.94,94.16,52.3964,264.26,303.62,39.97,229.84,2821.39,63.25105,103.0,655.14,1512.44,13.68,348.55,45.96,2168.16406,875.46,7.71,2.33,2739.51,1342.66,232.056,495.61,138.8,16.7796,44.1,921.06,73.17,13.15,16.41,415.96,4.89,25.4,35217.43995,932.91,120.64,518.0756,,964.94,,204.06,1718.26,0.55,1732.54,0.93,47.41,236.3,313.95,59.83,470.15,185.6,16.4,58.05,982.85,1487.91,389.4,1400.14958,567.03,519.4,3.02,806.35,99.61,32.7,728.06,146.4948,163.64,322.57,21.4,1258.83,434.2,15477.31,1240.77,,1867.9,9.84,42.86,,63.02019,,8213.32,660.77,362.47,19.39,127.38,80.25,0.004,257.24,870.55,842.11,0.5,949.38,61.49,0.5,6.74,2245.7,1309.99,611.64,36.86,566.84,868.47,68.85,540.32,6034.85423,303.4807,20.072,,67.88,33.43,358.732,,1500.42922,135.95,73.85,133.44,669.11,10.43,38.24,99.57,77.49,245.77,34.43,450.19,,35.27,89.85,1.01,395.04,7086.73,74.56,590.2274,77.71,2.04,115.88,148.39,203.13,1649.5,71.35422,519.1,92.2604,196.81,139.77,199.21,71.35422,12656.48767,46.41,80.3,1212.61,1428.01,348.55,,854.59,7.63,786.79,15.39,510.75,684.0,658.14,134.76,139.71,1732.54,9.47,3977.371,2661.29,489.77,528.28,1213.91,507.79347,1372.43,0.63,205.33,40.83,18.8,8.39,46.96,388.62032,350.6,13.17,13.6091,232.55,69.73,246.59594,279.1735,113.59,2.48,190.94,454.28,73.26,1.97,13.66,,31.29,261.37,1807.64,60.51,19010.75,37.03,1729.24656,257.24,37.67,6.21,198.2312,1229.4548,692.25785,9.96,421.25,891.35,1301.95,5.6,4175.6,488.2,814.96,70.98635,86.54,1171.5602,661.26,326.74,1262108.138,226.32,73.91,200.38001,141.4,,39.92,132.97,6.88,,18.4,107.23294,104.79,1783.79,913.82,913.82,164.02,164.02,61.22,41.7623,1676.7,2452.63,24.67802,97.18,14.12,64.31,1478.05,49.77,1.43,275.27,12.29,6.2,19.62,48.78,1.02,187.496,209.17,420.56,735.45,887.01547,369.51,20277.71,258.79,2230.22,0.69,116.8,1218.87,1505.5,47.27,92.25911,114.42,12076.23,0.17,92.09,175.76,5.46,64.4188,74.9255,462.24121,107.97,0.51,0.66,5667.56,224.1,67.74,340.29,6734.46,132.93,2.62,1870.3701,355.67377
